map_key,feature_id,feature_type,feature_class,sequence,easting_m,northing_m,source_status
point_alpha_corridor,137,road,1,28,560083.49,5624418.931,draft
point_alpha_corridor,137,road,1,29,560101.157,5624461.656,draft
point_alpha_corridor,137,road,1,30,560100.35,5624501.358,draft
point_alpha_corridor,137,road,1,31,560091.494,5624546.192,draft
point_alpha_corridor,137,road,1,32,560064.327,5624580.062,draft
point_alpha_corridor,137,road,1,33,560015.931,5624616.149,draft
point_alpha_corridor,137,road,1,34,559969.967,5624662.876,draft
point_alpha_corridor,137,road,1,35,559918.027,5624733.823,draft
point_alpha_corridor,138,road,1,0,560584.294,5621349.745,draft
point_alpha_corridor,138,road,1,1,560552.298,5621545.246,draft
point_alpha_corridor,139,road,1,0,560675.319,5621253.52,draft
point_alpha_corridor,139,road,1,1,560597.598,5621112.874,draft
point_alpha_corridor,139,road,1,2,560555.626,5621036.922,draft
point_alpha_corridor,140,road,1,0,560595.458,5624860.048,draft
point_alpha_corridor,140,road,1,1,560609.242,5624979.781,draft
point_alpha_corridor,140,road,1,2,560638.16,5625025.131,draft
point_alpha_corridor,140,road,1,3,560689.299,5625078.393,draft
point_alpha_corridor,140,road,1,4,560707.032,5625123.515,draft
point_alpha_corridor,140,road,1,5,560709.624,5625179.52,draft
point_alpha_corridor,140,road,1,6,560712.518,5625220.61,draft
point_alpha_corridor,140,road,1,7,560715.716,5625246.786,draft
point_alpha_corridor,140,road,1,8,560745.014,5625273.493,draft
point_alpha_corridor,140,road,1,9,560981.194,5625405.946,draft
point_alpha_corridor,141,road,1,0,560392.689,5621273.794,draft
point_alpha_corridor,141,road,1,1,560432.825,5621268.606,draft
point_alpha_corridor,141,road,1,2,560469.716,5621275.36,draft
point_alpha_corridor,141,road,1,3,560498.625,5621280.952,draft
point_alpha_corridor,141,road,1,4,560527.371,5621294.546,draft
point_alpha_corridor,141,road,1,5,560584.294,5621349.745,draft
point_alpha_corridor,142,road,1,0,560675.319,5621253.52,draft
point_alpha_corridor,142,road,1,1,560584.294,5621349.745,draft
point_alpha_corridor,143,road,1,0,561187.21,5625166.947,draft
point_alpha_corridor,143,road,1,1,561046.762,5625035.992,draft
point_alpha_corridor,143,road,1,2,561021.098,5625018.457,draft
point_alpha_corridor,143,road,1,3,560807.77,5624928.052,draft
point_alpha_corridor,143,road,1,4,560732.189,5624904.498,draft
point_alpha_corridor,143,road,1,5,560643.686,5624876.678,draft
point_alpha_corridor,143,road,1,6,560595.458,5624860.048,draft
point_alpha_corridor,144,road,1,0,559918.027,5624733.823,draft
point_alpha_corridor,144,road,1,1,560074.049,5624837.073,draft
point_alpha_corridor,145,road,1,0,560595.458,5624860.048,draft
point_alpha_corridor,145,road,1,1,560554.243,5624845.837,draft
point_alpha_corridor,145,road,1,2,560524.416,5624836.223,draft
point_alpha_corridor,145,road,1,3,560493.547,5624828.59,draft
point_alpha_corridor,145,road,1,4,560463.638,5624822.978,draft
point_alpha_corridor,145,road,1,5,560418.682,5624819.062,draft
point_alpha_corridor,145,road,1,6,560074.049,5624837.073,draft
point_alpha_corridor,146,road,1,0,555150.626,5623687.137,draft
point_alpha_corridor,146,road,1,1,555434.262,5624060.188,draft
point_alpha_corridor,146,road,1,2,555475.385,5624154.095,draft
point_alpha_corridor,147,road,1,0,555925.357,5623827.99,draft
point_alpha_corridor,147,road,1,1,555926.236,5623934.309,draft
point_alpha_corridor,147,road,1,2,555940.018,5624037.857,draft
point_alpha_corridor,147,road,1,3,555959.9,5624101.81,draft
point_alpha_corridor,147,road,1,4,555988.207,5624142.104,draft
point_alpha_corridor,147,road,1,5,556106.517,5624319.049,draft
point_alpha_corridor,147,road,1,6,556193.025,5624444.904,draft
point_alpha_corridor,147,road,1,7,556233.799,5624506.78,draft
point_alpha_corridor,147,road,1,8,556249.052,5624544.118,draft
point_alpha_corridor,147,road,1,9,556251.463,5624573.19,draft
point_alpha_corridor,147,road,1,10,556249.856,5624652.218,draft
point_alpha_corridor,147,road,1,11,556224.877,5624797.822,draft
point_alpha_corridor,147,road,1,12,556210.55,5624862.581,draft
point_alpha_corridor,147,road,1,13,556199.956,5624891.388,draft
point_alpha_corridor,147,road,1,14,556186.382,5624919.133,draft
point_alpha_corridor,147,road,1,15,556169.949,5624939.815,draft
point_alpha_corridor,147,road,1,16,556142.35,5624968.276,draft
point_alpha_corridor,147,road,1,17,556061.283,5625017.666,draft
point_alpha_corridor,147,road,1,18,556024.802,5625039.942,draft
point_alpha_corridor,148,road,1,0,557903.072,5624377.192,draft
point_alpha_corridor,148,road,1,1,557772.103,5624254.848,draft
point_alpha_corridor,148,road,1,2,557733.74,5624222.043,draft
point_alpha_corridor,148,road,1,3,557699.297,5624193.321,draft
point_alpha_corridor,148,road,1,4,557657.79,5624167.457,draft
point_alpha_corridor,148,road,1,5,557274.952,5623985.818,draft
point_alpha_corridor,148,road,1,6,557159.247,5623946.395,draft
point_alpha_corridor,148,road,1,7,557069.956,5623910.156,draft
point_alpha_corridor,148,road,1,8,556899.584,5623824.607,draft
point_alpha_corridor,148,road,1,9,556833.899,5623799.441,draft
point_alpha_corridor,148,road,1,10,556788.741,5623792.509,draft
point_alpha_corridor,149,road,1,0,552561.267,5623016.997,draft
point_alpha_corridor,149,road,1,1,552698.412,5622999.512,draft
point_alpha_corridor,149,road,1,2,552799.205,5622990.971,draft
point_alpha_corridor,149,road,1,3,553107.36,5622941.634,draft
point_alpha_corridor,149,road,1,4,553184.385,5622929.961,draft
point_alpha_corridor,149,road,1,5,553261.787,5622899.761,draft
point_alpha_corridor,149,road,1,6,553333.519,5622887.981,draft
point_alpha_corridor,149,road,1,7,553429.018,5622879.332,draft
point_alpha_corridor,149,road,1,8,553521.601,5622883.863,draft
point_alpha_corridor,149,road,1,9,553815.015,5622908.366,draft
point_alpha_corridor,149,road,1,10,553878.537,5622909.658,draft
point_alpha_corridor,149,road,1,11,553915.861,5622897.178,draft
point_alpha_corridor,149,road,1,12,553958.478,5622884.805,draft
point_alpha_corridor,149,road,1,13,554089.744,5622804.901,draft
point_alpha_corridor,150,road,1,0,556954.677,5623211.434,draft
point_alpha_corridor,150,road,1,1,557013.066,5623307.908,draft
point_alpha_corridor,150,road,1,2,557063.583,5623323.764,draft
point_alpha_corridor,150,road,1,3,557234.598,5623351.602,draft
point_alpha_corridor,150,road,1,4,557412.855,5623414.01,draft
point_alpha_corridor,150,road,1,5,557556.777,5623446.063,draft
point_alpha_corridor,150,road,1,6,557593.358,5623453.103,draft
point_alpha_corridor,150,road,1,7,557630.629,5623460.275,draft
point_alpha_corridor,150,road,1,8,557687.843,5623459.32,draft
point_alpha_corridor,150,road,1,9,557744.97,5623462.6,draft
point_alpha_corridor,150,road,1,10,557906.72,5623529.438,draft
point_alpha_corridor,151,road,1,0,558017.622,5622614.574,draft
point_alpha_corridor,151,road,1,1,557959.389,5622584.181,draft
point_alpha_corridor,151,road,1,2,557924.254,5622541.1,draft
point_alpha_corridor,151,road,1,3,557912.496,5622494.259,draft
point_alpha_corridor,151,road,1,4,557890.236,5622419.933,draft
point_alpha_corridor,151,road,1,5,557767.012,5622192.157,draft
point_alpha_corridor,151,road,1,6,557748.656,5622159.76,draft
point_alpha_corridor,151,road,1,7,557728.198,5622132.323,draft
point_alpha_corridor,151,road,1,8,557462.838,5621844.711,draft
point_alpha_corridor,151,road,1,9,557360.713,5621748.562,draft
point_alpha_corridor,151,road,1,10,557339.153,5621726.107,draft
point_alpha_corridor,151,road,1,11,557307.833,5621691.444,draft
point_alpha_corridor,151,road,1,12,557275.513,5621656.76,draft
point_alpha_corridor,151,road,1,13,557246.255,5621619.137,draft
point_alpha_corridor,151,road,1,14,557217.977,5621582.535,draft
point_alpha_corridor,151,road,1,15,557201.48,5621557.18,draft
point_alpha_corridor,151,road,1,16,557187.024,5621529.865,draft
point_alpha_corridor,151,road,1,17,557173.568,5621502.571,draft
point_alpha_corridor,151,road,1,18,557162.153,5621473.317,draft
point_alpha_corridor,151,road,1,19,557134.648,5621398.701,draft
point_alpha_corridor,151,road,1,20,557116.537,5621354.299,draft
point_alpha_corridor,151,road,1,21,557096.363,5621312.857,draft
point_alpha_corridor,151,road,1,22,557046.298,5621215.765,draft
point_alpha_corridor,151,road,1,23,557026.124,5621174.324,draft
point_alpha_corridor,151,road,1,24,556993.556,5621102.607,draft
point_alpha_corridor,151,road,1,25,556923.683,5620946.068,draft
point_alpha_corridor,151,road,1,26,556904.47,5620906.647,draft
point_alpha_corridor,151,road,1,27,556888.399,5620860.285,draft
point_alpha_corridor,151,road,1,28,556881.108,5620825.11,draft
point_alpha_corridor,151,road,1,29,556849.411,5620661.341,draft
point_alpha_corridor,151,road,1,30,556840.12,5620626.125,draft
point_alpha_corridor,151,road,1,31,556829.747,5620594.89,draft
point_alpha_corridor,151,road,1,32,556643.241,5620169.776,draft
point_alpha_corridor,152,road,1,0,557903.072,5624377.192,draft
point_alpha_corridor,152,road,1,1,557867.052,5624426.816,draft
point_alpha_corridor,152,road,1,2,557837.237,5624460.632,draft
point_alpha_corridor,152,road,1,3,557799.59,5624488.993,draft
point_alpha_corridor,152,road,1,4,557200.028,5624925.739,draft
point_alpha_corridor,152,road,1,5,557120.698,5624988.175,draft
point_alpha_corridor,152,road,1,6,557090.097,5625016.575,draft
point_alpha_corridor,152,road,1,7,557062.599,5625040.034,draft
point_alpha_corridor,152,road,1,8,556988.661,5625132.603,draft
point_alpha_corridor,153,road,1,0,557718.888,5622939.401,draft
point_alpha_corridor,153,road,1,1,557786.683,5622898.1,draft
point_alpha_corridor,153,road,1,2,557912.174,5622809.614,draft
point_alpha_corridor,153,road,1,3,557949.902,5622777.283,draft
point_alpha_corridor,153,road,1,4,557976.988,5622747.383,draft
point_alpha_corridor,153,road,1,5,557997.485,5622716.025,draft
point_alpha_corridor,153,road,1,6,558007.529,5622677.835,draft
point_alpha_corridor,153,road,1,7,558017.622,5622614.574,draft
point_alpha_corridor,154,road,1,0,555483.298,5626471.037,draft
point_alpha_corridor,154,road,1,1,555473.537,5626114.564,draft
point_alpha_corridor,154,road,1,2,555474.35,5626074.55,draft
point_alpha_corridor,154,road,1,3,555477.002,5626042.579,draft
point_alpha_corridor,154,road,1,4,555495.47,5625921.861,draft
point_alpha_corridor,154,road,1,5,555502.185,5625886.971,draft
point_alpha_corridor,154,road,1,6,555507.716,5625861.064,draft
point_alpha_corridor,154,road,1,7,555516.207,5625837.218,draft
point_alpha_corridor,154,road,1,8,555585.323,5625686.507,draft
point_alpha_corridor,154,road,1,9,555597.897,5625658.741,draft
point_alpha_corridor,154,road,1,10,555609.471,5625630.955,draft
point_alpha_corridor,154,road,1,11,555659.665,5625524.894,draft
point_alpha_corridor,154,road,1,12,555674.362,5625491.166,draft
point_alpha_corridor,154,road,1,13,555685.118,5625454.357,draft
point_alpha_corridor,154,road,1,14,555685.871,5625417.344,draft
point_alpha_corridor,154,road,1,15,555693.952,5625364.467,draft
point_alpha_corridor,154,road,1,16,555707.096,5625308.691,draft
point_alpha_corridor,154,road,1,17,555737.612,5625235.255,draft
point_alpha_corridor,154,road,1,18,555751.146,5625209.51,draft
point_alpha_corridor,154,road,1,19,555770.641,5625185.889,draft
point_alpha_corridor,154,road,1,20,555797.138,5625162.409,draft
point_alpha_corridor,154,road,1,21,555931.463,5625090.152,draft
point_alpha_corridor,155,road,1,0,556238.247,5623599.173,draft
point_alpha_corridor,155,road,1,1,556336.821,5623722.271,draft
point_alpha_corridor,156,road,1,0,554997.229,5623750.068,draft
point_alpha_corridor,156,road,1,1,554947.578,5623731.044,draft
point_alpha_corridor,156,road,1,2,554773.595,5623674.465,draft
point_alpha_corridor,156,road,1,3,554754.751,5623666.075,draft
point_alpha_corridor,156,road,1,4,554724.493,5623628.431,draft
point_alpha_corridor,156,road,1,5,554643.929,5623554.738,draft
point_alpha_corridor,156,road,1,6,554578.923,5623503.377,draft
point_alpha_corridor,156,road,1,7,554542.276,5623484.618,draft
point_alpha_corridor,156,road,1,8,554450.22,5623434.709,draft
point_alpha_corridor,156,road,1,9,554400.842,5623403.823,draft
point_alpha_corridor,156,road,1,10,554369.188,5623384.023,draft
point_alpha_corridor,156,road,1,11,554329.947,5623345.196,draft
point_alpha_corridor,156,road,1,12,554310.205,5623321.408,draft
point_alpha_corridor,156,road,1,13,554298.689,5623307.532,draft
point_alpha_corridor,156,road,1,14,554273.554,5623263.988,draft
point_alpha_corridor,156,road,1,15,554243.764,5623203.336,draft
point_alpha_corridor,156,road,1,16,554112.512,5622866.411,draft
point_alpha_corridor,156,road,1,17,554089.744,5622804.901,draft
point_alpha_corridor,157,road,1,0,554187.53,5625475.933,draft
point_alpha_corridor,157,road,1,1,554198.368,5625435.122,draft
point_alpha_corridor,157,road,1,2,554225.047,5625398.393,draft
point_alpha_corridor,157,road,1,3,554263.764,5625369.525,draft
point_alpha_corridor,157,road,1,4,554317.733,5625319.783,draft
point_alpha_corridor,157,road,1,5,554343.788,5625288.539,draft
point_alpha_corridor,157,road,1,6,554363.448,5625259.282,draft
point_alpha_corridor,157,road,1,7,554387.515,5625221.643,draft
point_alpha_corridor,157,road,1,8,554407.697,5625175.111,draft
point_alpha_corridor,157,road,1,9,554423.916,5625121.466,draft
point_alpha_corridor,157,road,1,10,554430.416,5625091.181,draft
point_alpha_corridor,157,road,1,11,554435.263,5625055.646,draft
point_alpha_corridor,157,road,1,12,554434.035,5625017.592,draft
point_alpha_corridor,157,road,1,13,554420.003,5624920.232,draft
point_alpha_corridor,157,road,1,14,554414.917,5624875.094,draft
point_alpha_corridor,157,road,1,15,554418.468,5624848.146,draft
point_alpha_corridor,157,road,1,16,554425.141,5624815.256,draft
point_alpha_corridor,157,road,1,17,554435.877,5624779.447,draft
point_alpha_corridor,157,road,1,18,554469.696,5624642.029,draft
point_alpha_corridor,157,road,1,19,554485.349,5624561.286,draft
point_alpha_corridor,157,road,1,20,554495.407,5624460.413,draft
point_alpha_corridor,157,road,1,21,554496.201,5624421.399,draft
point_alpha_corridor,157,road,1,22,554501.976,5624383.487,draft
point_alpha_corridor,157,road,1,23,554508.609,5624352.598,draft
point_alpha_corridor,157,road,1,24,554519.324,5624317.789,draft
point_alpha_corridor,157,road,1,25,554553.106,5624231.41,draft
point_alpha_corridor,157,road,1,26,554584.663,5624155.993,draft
point_alpha_corridor,157,road,1,27,554686.011,5623945.892,draft
point_alpha_corridor,157,road,1,28,554702.647,5623915.207,draft
point_alpha_corridor,157,road,1,29,554716.059,5623895.464,draft
point_alpha_corridor,157,road,1,30,554740.495,5623874.945,draft
point_alpha_corridor,157,road,1,31,554807.21,5623842.276,draft
point_alpha_corridor,157,road,1,32,554997.229,5623750.068,draft
point_alpha_corridor,158,road,1,0,556009.739,5623320.315,draft
point_alpha_corridor,158,road,1,1,556046.213,5623199.964,draft
point_alpha_corridor,158,road,1,2,556054.968,5623163.114,draft
point_alpha_corridor,158,road,1,3,556055.782,5623123.1,draft
point_alpha_corridor,158,road,1,4,556054.331,5623096.049,draft
point_alpha_corridor,158,road,1,5,556053.697,5623078.023,draft
point_alpha_corridor,158,road,1,6,556047.569,5623034.865,draft
point_alpha_corridor,158,road,1,7,556030.698,5622929.442,draft
point_alpha_corridor,158,road,1,8,556015.934,5622868.094,draft
point_alpha_corridor,158,road,1,9,556003.885,5622820.814,draft
point_alpha_corridor,158,road,1,10,555685.744,5622126.817,draft
point_alpha_corridor,159,road,1,0,555928.653,5623665.933,draft
point_alpha_corridor,159,road,1,1,556060.863,5623660.615,draft
point_alpha_corridor,159,road,1,2,556100.978,5623656.427,draft
point_alpha_corridor,159,road,1,3,556138.195,5623647.177,draft
point_alpha_corridor,159,road,1,4,556164.428,5623636.702,draft
point_alpha_corridor,159,road,1,5,556238.247,5623599.173,draft
point_alpha_corridor,160,road,1,0,556238.247,5623599.173,draft
point_alpha_corridor,160,road,1,1,556567.493,5623402.713,draft
point_alpha_corridor,160,road,1,2,556715.005,5623320.669,draft
point_alpha_corridor,160,road,1,3,556954.677,5623211.434,draft
point_alpha_corridor,161,road,1,0,554997.229,5623750.068,draft
point_alpha_corridor,161,road,1,1,555052.778,5623725.178,draft
point_alpha_corridor,161,road,1,2,555096.118,5623710.047,draft
point_alpha_corridor,161,road,1,3,555150.626,5623687.137,draft
point_alpha_corridor,162,road,1,0,556759.124,5625937.558,draft
point_alpha_corridor,162,road,1,1,556839.136,5625989.224,draft
point_alpha_corridor,162,road,1,2,556865.942,5625999.777,draft
point_alpha_corridor,162,road,1,3,556891.789,5626008.309,draft
point_alpha_corridor,162,road,1,4,556953.689,5626015.572,draft
point_alpha_corridor,162,road,1,5,556984.7,5626016.203,draft
point_alpha_corridor,162,road,1,6,557020.774,5626013.935,draft
point_alpha_corridor,162,road,1,7,557050.008,5626003.521,draft
point_alpha_corridor,162,road,1,8,557194.853,5625967.437,draft
point_alpha_corridor,162,road,1,9,557213.921,5625964.822,draft
point_alpha_corridor,162,road,1,10,557234.929,5625965.249,draft
point_alpha_corridor,162,road,1,11,557253.915,5625966.636,draft
point_alpha_corridor,162,road,1,12,557378.329,5626000.191,draft
point_alpha_corridor,162,road,1,13,557399.337,5626000.618,draft
point_alpha_corridor,162,road,1,14,557430.429,5625997.247,draft
point_alpha_corridor,162,road,1,15,557460.623,5625988.855,draft
point_alpha_corridor,162,road,1,16,557496.042,5625969.56,draft
point_alpha_corridor,162,road,1,17,557723.097,5625877.103,draft
point_alpha_corridor,163,road,1,0,554385.745,5626002.556,draft
point_alpha_corridor,163,road,1,1,554374.628,5625970.116,draft
point_alpha_corridor,163,road,1,2,554364.214,5625940.882,draft
point_alpha_corridor,163,road,1,3,554351.535,5625924.611,draft
point_alpha_corridor,163,road,1,4,554330.528,5625924.184,draft
point_alpha_corridor,163,road,1,5,554303.233,5625937.639,draft
point_alpha_corridor,163,road,1,6,554148.572,5626013.554,draft
point_alpha_corridor,163,road,1,7,554041.258,5625917.484,draft
point_alpha_corridor,163,road,1,8,554026.25,5625874.283,draft
point_alpha_corridor,163,road,1,9,554013.217,5625812.058,draft
point_alpha_corridor,164,road,1,0,554187.53,5625475.933,draft
point_alpha_corridor,164,road,1,1,554136.42,5625456.837,draft
point_alpha_corridor,164,road,1,2,554111.441,5625435.146,draft
point_alpha_corridor,164,road,1,3,554100.208,5625390.092,draft
point_alpha_corridor,164,road,1,4,554106.64,5625358.79,draft
point_alpha_corridor,164,road,1,5,554191.902,5625211.82,draft
point_alpha_corridor,164,road,1,6,554200.23,5625195.977,draft
point_alpha_corridor,164,road,1,7,554203.598,5625178.031,draft
point_alpha_corridor,164,road,1,8,554192.878,5625163.803,draft
point_alpha_corridor,164,road,1,9,554164.133,5625150.208,draft
point_alpha_corridor,164,road,1,10,554129.344,5625138.492,draft
point_alpha_corridor,164,road,1,11,553983.039,5625099.491,draft
point_alpha_corridor,164,road,1,12,553885.479,5625073.485,draft
point_alpha_corridor,164,road,1,13,553854.692,5625061.85,draft
point_alpha_corridor,164,road,1,14,553835.01,5625045.438,draft
point_alpha_corridor,164,road,1,15,553765.778,5624982.881,draft
point_alpha_corridor,164,road,1,16,553553.108,5624790.72,draft
point_alpha_corridor,164,road,1,17,553457.651,5624704.506,draft
point_alpha_corridor,164,road,1,18,553434.131,5624680.009,draft
point_alpha_corridor,164,road,1,19,553397.115,5624630.219,draft
point_alpha_corridor,164,road,1,20,553368.203,5624575.589,draft
point_alpha_corridor,164,road,1,21,553350.011,5624535.189,draft
point_alpha_corridor,164,road,1,22,553332.493,5624510.814,draft
point_alpha_corridor,164,road,1,23,553298.091,5624480.091,draft
point_alpha_corridor,164,road,1,24,553123.203,5624320.414,draft
point_alpha_corridor,164,road,1,25,553089.7,5624294.713,draft
point_alpha_corridor,164,road,1,26,553063.975,5624280.179,draft
point_alpha_corridor,164,road,1,27,553035.067,5624274.588,draft
point_alpha_corridor,164,road,1,28,552985.049,5624273.57,draft
point_alpha_corridor,164,road,1,29,552915.863,5624280.169,draft
point_alpha_corridor,164,road,1,30,552875.747,5624284.357,draft
point_alpha_corridor,164,road,1,31,552843.735,5624283.705,draft
point_alpha_corridor,164,road,1,32,552813.847,5624277.093,draft
point_alpha_corridor,164,road,1,33,552799.964,5624270.806,draft
point_alpha_corridor,164,road,1,34,552786.102,5624263.519,draft
point_alpha_corridor,164,road,1,35,552700.028,5624214.732,draft
point_alpha_corridor,164,road,1,36,552673.344,5624198.177,draft
point_alpha_corridor,164,road,1,37,552647.762,5624176.64,draft
point_alpha_corridor,164,road,1,38,552573.038,5624111.071,draft
point_alpha_corridor,164,road,1,39,552515.055,5624058.853,draft
point_alpha_corridor,164,road,1,40,552481.491,5624036.153,draft
point_alpha_corridor,164,road,1,41,552446.764,5624021.436,draft
point_alpha_corridor,164,road,1,42,552405.953,5624010.598,draft
point_alpha_corridor,164,road,1,43,552232.953,5624004.077,draft
point_alpha_corridor,164,road,1,44,552201.943,5624003.446,draft
point_alpha_corridor,164,road,1,45,552169.094,5623994.771,draft
point_alpha_corridor,164,road,1,46,552146.452,5623976.297,draft
point_alpha_corridor,164,road,1,47,552135.998,5623949.064,draft
point_alpha_corridor,164,road,1,48,552131.83,5623907.948,draft
point_alpha_corridor,164,road,1,49,552137.605,5623870.036,draft
point_alpha_corridor,164,road,1,50,552147.422,5623830.205,draft
point_alpha_corridor,164,road,1,51,552171.713,5623767.651,draft
point_alpha_corridor,164,road,1,52,552198.698,5623720.164,draft
point_alpha_corridor,164,road,1,53,552210.394,5623686.376,draft
point_alpha_corridor,164,road,1,54,552236.885,5623564.821,draft
point_alpha_corridor,164,road,1,55,552245.702,5623524.97,draft
point_alpha_corridor,164,road,1,56,552287.402,5623393.718,draft
point_alpha_corridor,164,road,1,57,552307.222,5623354.091,draft
point_alpha_corridor,164,road,1,58,552326.022,5623315.443,draft
point_alpha_corridor,164,road,1,59,552395.528,5623194.764,draft
point_alpha_corridor,165,road,1,0,554089.744,5622804.901,draft
point_alpha_corridor,165,road,1,1,554137.782,5622804.878,draft
point_alpha_corridor,165,road,1,2,554168.65,5622812.511,draft
point_alpha_corridor,165,road,1,3,554197.416,5622825.105,draft
point_alpha_corridor,165,road,1,4,554614.631,5623053.563,draft
point_alpha_corridor,165,road,1,5,554680.208,5623084.024,draft
point_alpha_corridor,165,road,1,6,554751.24,5623106.651,draft
point_alpha_corridor,165,road,1,7,554833.075,5623118.907,draft
point_alpha_corridor,165,road,1,8,554920.364,5623123.33,draft
point_alpha_corridor,165,road,1,9,555079.494,5623110.679,draft
point_alpha_corridor,165,road,1,10,555153.872,5623098.953,draft
point_alpha_corridor,165,road,1,11,555206.915,5623094.736,draft
point_alpha_corridor,165,road,1,12,555264.983,5623103.861,draft
point_alpha_corridor,165,road,1,13,555320.134,5623126.165,draft
point_alpha_corridor,165,road,1,14,555370.046,5623145.715,draft
point_alpha_corridor,165,road,1,15,555422.928,5623149.439,draft
point_alpha_corridor,165,road,1,16,555544.895,5623141.328,draft
point_alpha_corridor,165,road,1,17,555626.891,5623145.643,draft
point_alpha_corridor,165,road,1,18,555713.911,5623163.3,draft
point_alpha_corridor,165,road,1,19,555774.279,5623186.428,draft
point_alpha_corridor,165,road,1,20,555833.487,5623227.662,draft
point_alpha_corridor,165,road,1,21,555883.549,5623275.717,draft
point_alpha_corridor,165,road,1,22,555904.23,5623292.15,draft
point_alpha_corridor,165,road,1,23,555930.016,5623303.682,draft
point_alpha_corridor,165,road,1,24,556009.739,5623320.315,draft
point_alpha_corridor,166,road,1,0,555931.463,5625090.152,draft
point_alpha_corridor,166,road,1,1,556024.802,5625039.942,draft
point_alpha_corridor,167,road,1,0,556622.492,5626357.104,draft
point_alpha_corridor,167,road,1,1,556660.255,5626271.806,draft
point_alpha_corridor,167,road,1,2,556678.502,5626211.13,draft
point_alpha_corridor,167,road,1,3,556691.178,5626178.362,draft
point_alpha_corridor,167,road,1,4,556701.609,5626157.558,draft
point_alpha_corridor,167,road,1,5,556723.206,5626128.975,draft
point_alpha_corridor,167,road,1,6,556736.577,5626111.233,draft
point_alpha_corridor,167,road,1,7,556742.905,5626095.35,draft
point_alpha_corridor,167,road,1,8,556745.394,5626071.382,draft
point_alpha_corridor,167,road,1,9,556759.124,5625937.558,draft
point_alpha_corridor,168,road,1,0,556759.124,5625937.558,draft
point_alpha_corridor,168,road,1,1,556730.765,5625904.956,draft
point_alpha_corridor,168,road,1,2,556720.229,5625881.724,draft
point_alpha_corridor,168,road,1,3,556718.757,5625855.674,draft
point_alpha_corridor,168,road,1,4,556724.207,5625833.768,draft
point_alpha_corridor,168,road,1,5,556732.576,5625815.924,draft
point_alpha_corridor,168,road,1,6,556751.01,5625795.283,draft
point_alpha_corridor,168,road,1,7,556809.783,5625759.45,draft
point_alpha_corridor,168,road,1,8,556786.385,5625728.951,draft
point_alpha_corridor,168,road,1,9,556719.989,5625647.539,draft
point_alpha_corridor,168,road,1,10,556702.369,5625628.166,draft
point_alpha_corridor,168,road,1,11,556664.067,5625592.36,draft
point_alpha_corridor,168,road,1,12,556583.995,5625543.695,draft
point_alpha_corridor,168,road,1,13,556529.585,5625512.565,draft
point_alpha_corridor,168,road,1,14,556442.612,5625458.756,draft
point_alpha_corridor,168,road,1,15,556409.129,5625432.055,draft
point_alpha_corridor,168,road,1,16,556262.49,5625273.366,draft
point_alpha_corridor,168,road,1,17,556232.428,5625251.774,draft
point_alpha_corridor,168,road,1,18,556024.802,5625039.942,draft
point_alpha_corridor,169,road,1,0,556988.661,5625132.603,draft
point_alpha_corridor,169,road,1,1,556958.607,5625062.314,draft
point_alpha_corridor,169,road,1,2,556792.604,5624674.077,draft
point_alpha_corridor,169,road,1,3,556725.852,5624522.792,draft
point_alpha_corridor,169,road,1,4,556560.542,5624138.137,draft
point_alpha_corridor,170,road,1,0,557723.097,5625877.103,draft
point_alpha_corridor,170,road,1,1,557467.26,5625713.219,draft
point_alpha_corridor,170,road,1,2,557399.304,5625669.47,draft
point_alpha_corridor,170,road,1,3,557331.403,5625623.075,draft
point_alpha_corridor,170,road,1,4,557284.73,5625574.464,draft
point_alpha_corridor,170,road,1,5,557134.662,5625401.947,draft
point_alpha_corridor,170,road,1,6,557101.007,5625364.193,draft
point_alpha_corridor,170,road,1,7,557080.533,5625329.354,draft
point_alpha_corridor,170,road,1,8,556988.661,5625132.603,draft
point_alpha_corridor,171,road,1,0,554089.744,5622804.901,draft
point_alpha_corridor,171,road,1,1,553936.721,5622652.675,draft
point_alpha_corridor,171,road,1,2,553791.113,5622521.292,draft
point_alpha_corridor,171,road,1,3,553690.15,5622408.029,draft
point_alpha_corridor,171,road,1,4,553635.807,5622346.023,draft
point_alpha_corridor,171,road,1,5,553578.385,5622305.137,draft
point_alpha_corridor,171,road,1,6,553518.102,5622274.785,draft
point_alpha_corridor,171,road,1,7,553342.384,5622191.775,draft
point_alpha_corridor,171,road,1,8,553305.545,5622180.434,draft
point_alpha_corridor,171,road,1,9,553252.609,5622179.357,draft
point_alpha_corridor,171,road,1,10,553175.799,5622180.443,draft
point_alpha_corridor,171,road,1,11,553128.373,5622168.887,draft
point_alpha_corridor,171,road,1,12,553083.809,5622146.798,draft
point_alpha_corridor,171,road,1,13,553044.915,5622106.289,draft
point_alpha_corridor,171,road,1,14,553009.228,5622073.632,draft
point_alpha_corridor,171,road,1,15,552951.431,5622051.273,draft
point_alpha_corridor,171,road,1,16,552895.795,5622052.79,draft
point_alpha_corridor,171,road,1,17,552832.438,5622034.761,draft
point_alpha_corridor,172,road,1,0,554013.217,5625812.058,draft
point_alpha_corridor,172,road,1,1,554111.298,5625779.617,draft
point_alpha_corridor,172,road,1,2,554158.702,5625761.566,draft
point_alpha_corridor,172,road,1,3,554186.078,5625744.109,draft
point_alpha_corridor,172,road,1,4,554207.634,5625717.527,draft
