map_key,x,y,direction,neighbor_x,neighbor_y,road_class,river_class,crossing_type,source_status
point_alpha_corridor,69,16,2,70,16,2,0,none,draft
point_alpha_corridor,69,16,16,68,17,2,0,none,draft
point_alpha_corridor,73,16,2,74,16,1,0,none,draft
point_alpha_corridor,73,16,8,73,17,1,0,none,draft
point_alpha_corridor,77,16,8,77,17,0,1,none,draft
point_alpha_corridor,0,17,8,0,18,1,0,none,draft
point_alpha_corridor,1,17,4,2,18,0,1,none,draft
point_alpha_corridor,7,17,8,7,18,1,0,none,draft
point_alpha_corridor,11,17,2,12,17,1,0,none,draft
point_alpha_corridor,11,17,16,10,18,1,0,none,draft
point_alpha_corridor,14,17,4,15,17,1,0,none,draft
point_alpha_corridor,14,17,8,14,18,1,0,none,draft
point_alpha_corridor,19,17,16,18,18,0,1,none,draft
point_alpha_corridor,31,17,4,32,18,1,1,none,draft
point_alpha_corridor,31,17,8,31,18,1,0,none,draft
point_alpha_corridor,39,17,4,40,18,1,0,none,draft
point_alpha_corridor,39,17,8,39,18,1,0,none,draft
point_alpha_corridor,40,17,8,40,18,1,0,none,draft
point_alpha_corridor,44,17,4,45,17,1,0,none,draft
point_alpha_corridor,44,17,8,44,18,1,0,none,draft
point_alpha_corridor,50,17,4,51,17,1,0,none,draft
point_alpha_corridor,51,17,4,52,18,1,0,none,draft
point_alpha_corridor,60,17,8,60,18,0,2,none,draft
point_alpha_corridor,67,17,4,68,18,2,0,none,draft
point_alpha_corridor,67,17,8,67,18,2,0,none,draft
point_alpha_corridor,68,17,8,68,18,2,0,none,draft
point_alpha_corridor,73,17,8,73,18,1,0,none,draft
point_alpha_corridor,77,17,8,77,18,0,1,none,draft
point_alpha_corridor,0,18,4,1,18,1,0,none,draft
point_alpha_corridor,0,18,8,0,19,1,0,none,draft
point_alpha_corridor,1,18,8,1,19,1,0,none,draft
point_alpha_corridor,2,18,8,2,19,0,1,none,draft
point_alpha_corridor,7,18,4,8,19,1,0,none,draft
point_alpha_corridor,9,18,2,10,18,1,0,none,draft
point_alpha_corridor,9,18,8,9,19,1,0,none,draft
point_alpha_corridor,13,18,2,14,18,1,0,none,draft
point_alpha_corridor,13,18,8,13,19,1,0,none,draft
point_alpha_corridor,18,18,8,18,19,0,1,none,draft
point_alpha_corridor,30,18,4,31,18,1,0,none,draft
point_alpha_corridor,30,18,8,30,19,1,0,none,draft
point_alpha_corridor,32,18,4,33,18,0,1,none,draft
point_alpha_corridor,32,18,8,32,19,1,1,bridge,draft
point_alpha_corridor,33,18,4,34,19,1,1,bridge,draft
point_alpha_corridor,33,18,8,33,19,1,1,none,draft
point_alpha_corridor,33,18,16,32,19,1,0,none,draft
point_alpha_corridor,35,18,4,36,19,1,0,none,draft
point_alpha_corridor,35,18,16,34,19,1,0,none,draft
point_alpha_corridor,37,18,4,38,19,1,0,none,draft
point_alpha_corridor,37,18,16,36,19,1,0,none,draft
point_alpha_corridor,38,18,4,39,18,1,0,none,draft
point_alpha_corridor,38,18,8,38,19,1,0,none,draft
point_alpha_corridor,44,18,8,44,19,1,0,none,draft
point_alpha_corridor,52,18,4,53,18,1,0,none,draft
point_alpha_corridor,53,18,8,53,19,1,0,none,draft
point_alpha_corridor,60,18,8,60,19,0,2,none,draft
point_alpha_corridor,67,18,16,66,19,2,0,none,draft
point_alpha_corridor,73,18,8,73,19,1,0,none,draft
point_alpha_corridor,77,18,2,78,18,0,1,none,draft
point_alpha_corridor,78,18,8,78,19,0,1,none,draft
point_alpha_corridor,1,19,2,2,19,0,1,none,draft
point_alpha_corridor,1,19,8,1,20,1,1,bridge,draft
point_alpha_corridor,8,19,4,9,19,1,0,none,draft
point_alpha_corridor,9,19,4,10,20,1,0,none,draft
point_alpha_corridor,13,19,2,14,19,1,0,none,draft
point_alpha_corridor,13,19,8,13,20,1,0,none,draft
point_alpha_corridor,14,19,8,14,20,1,0,none,draft
point_alpha_corridor,30,19,8,30,20,1,0,none,draft
point_alpha_corridor,31,19,2,32,19,1,0,none,draft
point_alpha_corridor,31,19,16,30,20,1,0,none,draft
point_alpha_corridor,33,19,4,34,20,1,0,none,draft
point_alpha_corridor,33,19,8,33,20,0,1,none,draft
point_alpha_corridor,33,19,16,32,20,0,1,none,draft
point_alpha_corridor,44,19,8,44,20,1,0,none,draft
point_alpha_corridor,53,19,2,54,19,1,0,none,draft
point_alpha_corridor,54,19,8,54,20,1,0,none,draft
point_alpha_corridor,59,19,4,60,20,0,2,none,draft
point_alpha_corridor,59,19,8,59,20,0,2,none,draft
point_alpha_corridor,59,19,16,58,20,0,2,none,draft
point_alpha_corridor,60,19,8,60,20,0,2,none,draft
point_alpha_corridor,65,19,4,66,20,2,0,none,draft
point_alpha_corridor,65,19,8,65,20,2,0,none,draft
point_alpha_corridor,66,19,8,66,20,2,0,none,draft
point_alpha_corridor,73,19,4,74,20,1,0,none,draft
point_alpha_corridor,74,19,8,74,20,1,0,none,draft
point_alpha_corridor,75,19,4,76,20,1,0,none,draft
point_alpha_corridor,75,19,16,74,20,1,0,none,draft
point_alpha_corridor,77,19,4,78,20,1,0,none,draft
point_alpha_corridor,77,19,16,76,20,1,0,none,draft
point_alpha_corridor,78,19,4,79,19,0,1,none,draft
point_alpha_corridor,79,19,4,80,20,0,1,none,draft
point_alpha_corridor,91,19,16,90,20,1,0,none,draft
point_alpha_corridor,1,20,2,2,20,0,1,none,draft
point_alpha_corridor,1,20,4,2,21,1,0,none,draft
point_alpha_corridor,2,20,8,2,21,0,1,none,draft
point_alpha_corridor,10,20,8,10,21,1,0,none,draft
point_alpha_corridor,12,20,4,13,20,1,0,none,draft
point_alpha_corridor,12,20,8,12,21,1,0,none,draft
point_alpha_corridor,14,20,4,15,20,1,0,none,draft
point_alpha_corridor,15,20,4,16,21,1,0,none,draft
point_alpha_corridor,19,20,4,20,21,1,0,none,draft
point_alpha_corridor,19,20,8,19,21,1,0,none,draft
point_alpha_corridor,21,20,2,22,20,1,0,none,draft
point_alpha_corridor,21,20,16,20,21,1,0,none,draft
point_alpha_corridor,22,20,4,23,20,1,0,none,draft
point_alpha_corridor,23,20,2,24,20,1,0,none,draft
point_alpha_corridor,24,20,4,25,20,1,0,none,draft
point_alpha_corridor,25,20,2,26,20,1,0,none,draft
point_alpha_corridor,26,20,4,27,20,1,0,none,draft
point_alpha_corridor,27,20,2,28,20,1,0,none,draft
point_alpha_corridor,27,20,8,27,21,1,0,none,draft
point_alpha_corridor,27,20,16,26,21,1,0,none,draft
point_alpha_corridor,28,20,4,29,20,1,0,none,draft
point_alpha_corridor,29,20,2,30,20,1,0,none,draft
point_alpha_corridor,33,20,2,34,20,0,1,none,draft
point_alpha_corridor,34,20,4,35,20,1,0,none,draft
point_alpha_corridor,34,20,8,34,21,0,1,none,draft
point_alpha_corridor,35,20,4,36,21,1,0,none,draft
point_alpha_corridor,35,20,8,35,21,0,1,none,draft
point_alpha_corridor,35,20,16,34,21,0,1,none,draft
point_alpha_corridor,43,20,2,44,20,1,0,none,draft
point_alpha_corridor,43,20,8,43,21,1,0,none,draft
point_alpha_corridor,54,20,4,55,20,1,0,none,draft
point_alpha_corridor,55,20,4,56,21,1,0,none,draft
point_alpha_corridor,58,20,4,59,20,0,2,none,draft
point_alpha_corridor,59,20,16,58,21,0,2,none,draft
point_alpha_corridor,65,20,16,64,21,2,0,none,draft
point_alpha_corridor,78,20,4,79,20,1,0,none,draft
point_alpha_corridor,79,20,4,80,21,1,0,none,draft
point_alpha_corridor,80,20,8,80,21,0,1,none,draft
point_alpha_corridor,81,20,8,81,21,1,1,bridge,draft
point_alpha_corridor,81,20,16,80,21,0,1,none,draft
point_alpha_corridor,2,21,8,2,22,1,1,none,draft
point_alpha_corridor,9,21,4,10,22,1,0,none,draft
point_alpha_corridor,9,21,8,9,22,1,0,none,draft
point_alpha_corridor,10,21,8,10,22,1,0,none,draft
point_alpha_corridor,12,21,8,12,22,1,0,none,draft
point_alpha_corridor,16,21,4,17,21,1,0,none,draft
point_alpha_corridor,17,21,4,18,22,1,0,none,draft
point_alpha_corridor,17,21,8,17,22,1,0,none,draft
point_alpha_corridor,18,21,4,19,21,1,0,none,draft
point_alpha_corridor,18,21,8,18,22,1,0,none,draft
point_alpha_corridor,25,21,2,26,21,1,0,none,draft
point_alpha_corridor,25,21,16,24,22,1,0,none,draft
point_alpha_corridor,27,21,2,28,21,1,0,none,draft
point_alpha_corridor,27,21,4,28,22,1,0,none,draft
point_alpha_corridor,27,21,8,27,22,1,0,none,draft
point_alpha_corridor,28,21,8,28,22,1,0,none,draft
point_alpha_corridor,35,21,2,36,21,0,1,none,draft
point_alpha_corridor,36,21,4,37,21,1,0,none,draft
point_alpha_corridor,36,21,8,36,22,0,1,none,draft
point_alpha_corridor,37,21,4,38,22,1,0,none,draft
point_alpha_corridor,37,21,8,37,22,0,1,none,draft
point_alpha_corridor,37,21,16,36,22,0,1,none,draft
point_alpha_corridor,39,21,8,39,22,1,0,none,draft
point_alpha_corridor,39,21,16,38,22,1,0,none,draft
point_alpha_corridor,43,21,8,43,22,1,0,none,draft
point_alpha_corridor,56,21,8,56,22,1,0,none,draft
point_alpha_corridor,57,21,2,58,21,0,2,none,draft
point_alpha_corridor,57,21,4,58,22,0,2,none,draft
point_alpha_corridor,57,21,8,57,22,0,2,none,draft
point_alpha_corridor,58,21,8,58,22,0,2,none,draft
point_alpha_corridor,63,21,2,64,21,2,0,none,draft
point_alpha_corridor,63,21,8,63,22,2,0,none,draft
point_alpha_corridor,80,21,4,81,21,1,0,none,draft
point_alpha_corridor,81,21,2,82,21,0,1,none,draft
point_alpha_corridor,82,21,8,82,22,0,1,none,draft
point_alpha_corridor,83,21,8,83,22,0,1,none,draft
point_alpha_corridor,83,21,16,82,22,0,1,none,draft
point_alpha_corridor,2,22,4,3,22,0,1,none,draft
point_alpha_corridor,2,22,8,2,23,1,0,none,draft
point_alpha_corridor,3,22,8,3,23,0,1,none,draft
point_alpha_corridor,9,22,16,8,23,1,0,none,draft
point_alpha_corridor,11,22,2,12,22,1,0,none,draft
point_alpha_corridor,11,22,8,11,23,1,0,none,draft
point_alpha_corridor,17,22,16,16,23,1,0,none,draft
point_alpha_corridor,23,22,4,24,23,1,0,none,draft
point_alpha_corridor,23,22,8,23,23,1,0,none,draft
point_alpha_corridor,24,22,8,24,23,1,0,none,draft
point_alpha_corridor,27,22,8,27,23,1,0,none,draft
point_alpha_corridor,37,22,2,38,22,0,1,none,draft
point_alpha_corridor,38,22,8,38,23,0,1,none,draft
point_alpha_corridor,39,22,2,40,22,1,0,none,draft
point_alpha_corridor,40,22,8,40,23,1,0,none,draft
point_alpha_corridor,41,22,8,41,23,1,0,none,draft
point_alpha_corridor,41,22,16,40,23,1,0,none,draft
point_alpha_corridor,42,22,4,43,22,1,0,none,draft
point_alpha_corridor,42,22,8,42,23,1,0,none,draft
point_alpha_corridor,56,22,4,57,22,0,1,none,draft
point_alpha_corridor,56,22,8,56,23,1,1,none,draft
point_alpha_corridor,57,22,8,57,23,0,2,none,draft
point_alpha_corridor,62,22,4,63,22,2,0,none,draft
point_alpha_corridor,62,22,8,62,23,2,0,none,draft
point_alpha_corridor,83,22,2,84,22,0,1,none,draft
point_alpha_corridor,84,22,4,85,22,0,1,none,draft
point_alpha_corridor,2,23,8,2,24,1,0,none,draft
point_alpha_corridor,3,23,4,4,24,0,1,none,draft
point_alpha_corridor,3,23,8,3,24,1,0,none,draft
point_alpha_corridor,3,23,16,2,24,1,0,none,draft
point_alpha_corridor,5,23,4,6,24,1,0,none,draft
point_alpha_corridor,5,23,8,5,24,1,0,none,draft
point_alpha_corridor,6,23,8,6,24,1,0,none,draft
point_alpha_corridor,8,23,8,8,24,1,0,none,draft
point_alpha_corridor,11,23,8,11,24,1,0,none,draft
point_alpha_corridor,13,23,4,14,24,1,0,none,draft
point_alpha_corridor,13,23,8,13,24,1,0,none,draft
point_alpha_corridor,15,23,2,16,23,1,0,none,draft
point_alpha_corridor,15,23,16,14,24,1,0,none,draft
point_alpha_corridor,23,23,16,22,24,1,0,none,draft
point_alpha_corridor,27,23,4,28,24,1,0,none,draft
point_alpha_corridor,38,23,4,39,23,0,1,none,draft
point_alpha_corridor,39,23,2,40,23,0,1,none,draft
point_alpha_corridor,40,23,4,41,23,0,2,none,draft
point_alpha_corridor,41,23,2,42,23,1,0,none,draft
point_alpha_corridor,41,23,4,42,24,0,2,none,draft
point_alpha_corridor,41,23,8,41,24,1,2,bridge,draft
point_alpha_corridor,42,23,4,43,23,1,0,none,draft
point_alpha_corridor,43,23,4,44,24,1,0,none,draft
point_alpha_corridor,43,23,8,43,24,0,2,none,draft
point_alpha_corridor,43,23,16,42,24,0,2,none,draft
point_alpha_corridor,56,23,8,56,24,1,1,bridge,draft
point_alpha_corridor,57,23,4,58,24,0,2,none,draft
point_alpha_corridor,57,23,8,57,24,1,0,none,draft
point_alpha_corridor,57,23,16,56,24,1,0,none,draft
point_alpha_corridor,61,23,4,62,24,2,0,none,draft
point_alpha_corridor,61,23,8,61,24,2,0,none,draft
point_alpha_corridor,62,23,8,62,24,2,0,none,draft
point_alpha_corridor,3,24,2,4,24,1,1,bridge,draft
point_alpha_corridor,3,24,4,4,25,1,0,none,draft
point_alpha_corridor,3,24,16,2,25,1,0,none,draft
point_alpha_corridor,4,24,8,4,25,1,1,none,draft
point_alpha_corridor,5,24,4,6,25,1,0,none,draft
point_alpha_corridor,5,24,16,4,25,1,0,none,draft
point_alpha_corridor,7,24,4,8,25,1,0,none,draft
point_alpha_corridor,7,24,16,6,25,1,0,none,draft
point_alpha_corridor,8,24,8,8,25,1,0,none,draft
point_alpha_corridor,9,24,4,10,25,1,0,none,draft
point_alpha_corridor,9,24,16,8,25,1,0,none,draft
point_alpha_corridor,10,24,4,11,24,1,0,none,draft
point_alpha_corridor,10,24,8,10,25,1,0,none,draft
point_alpha_corridor,11,24,2,12,24,1,0,none,draft
point_alpha_corridor,11,24,16,10,25,1,0,none,draft
point_alpha_corridor,12,24,4,13,24,1,0,none,draft
point_alpha_corridor,22,24,8,22,25,1,0,none,draft
point_alpha_corridor,28,24,8,28,25,1,0,none,draft
point_alpha_corridor,41,24,8,41,25,1,0,none,draft
point_alpha_corridor,43,24,2,44,24,0,2,none,draft
point_alpha_corridor,44,24,4,45,24,1,0,none,draft
point_alpha_corridor,44,24,8,44,25,0,2,none,draft
point_alpha_corridor,45,24,8,45,25,0,2,none,draft
point_alpha_corridor,45,24,16,44,25,0,2,none,draft
point_alpha_corridor,55,24,2,56,24,0,1,none,draft
point_alpha_corridor,55,24,16,54,25,0,1,none,draft
point_alpha_corridor,57,24,8,57,25,1,0,none,draft
point_alpha_corridor,58,24,8,58,25,0,2,none,draft
point_alpha_corridor,61,24,8,61,25,2,0,none,draft
point_alpha_corridor,91,24,8,91,25,1,0,none,draft
point_alpha_corridor,1,25,4,2,26,1,0,none,draft
point_alpha_corridor,1,25,8,1,26,1,0,none,draft
point_alpha_corridor,2,25,8,2,26,1,0,none,draft
point_alpha_corridor,4,25,4,5,25,0,1,none,draft
point_alpha_corridor,5,25,4,6,26,0,1,none,draft
point_alpha_corridor,7,25,4,8,26,0,1,none,draft
point_alpha_corridor,7,25,16,6,26,0,1,none,draft
point_alpha_corridor,9,25,2,10,25,1,0,none,draft
point_alpha_corridor,9,25,4,10,26,0,1,none,draft
point_alpha_corridor,9,25,8,9,26,1,1,bridge,draft
point_alpha_corridor,9,25,16,8,26,0,1,none,draft
point_alpha_corridor,10,25,4,11,25,1,0,none,draft
point_alpha_corridor,11,25,4,12,26,1,0,none,draft
point_alpha_corridor,15,25,4,16,26,1,0,none,draft
point_alpha_corridor,15,25,16,14,26,1,0,none,draft
point_alpha_corridor,17,25,8,17,26,1,0,none,draft
point_alpha_corridor,17,25,16,16,26,1,0,none,draft
point_alpha_corridor,21,25,2,22,25,1,0,none,draft
point_alpha_corridor,21,25,8,21,26,1,0,none,draft
point_alpha_corridor,27,25,2,28,25,1,0,none,draft
point_alpha_corridor,27,25,8,27,26,1,0,none,draft
point_alpha_corridor,41,25,8,41,26,1,0,none,draft
point_alpha_corridor,45,25,4,46,26,0,2,none,draft
point_alpha_corridor,45,25,8,45,26,0,2,none,draft
point_alpha_corridor,45,25,16,44,26,0,2,none,draft
point_alpha_corridor,47,25,2,48,25,0,2,none,draft
point_alpha_corridor,47,25,8,47,26,0,2,none,draft
point_alpha_corridor,48,25,8,48,26,0,2,none,draft
point_alpha_corridor,49,25,8,49,26,0,2,none,draft
point_alpha_corridor,49,25,16,48,26,0,2,none,draft
point_alpha_corridor,53,25,4,54,26,0,2,none,draft
point_alpha_corridor,53,25,8,53,26,0,2,none,draft
point_alpha_corridor,54,25,8,54,26,0,1,none,draft
point_alpha_corridor,57,25,4,58,26,1,0,none,draft
point_alpha_corridor,58,25,4,59,25,0,2,none,draft
point_alpha_corridor,59,25,8,59,26,0,2,none,draft
point_alpha_corridor,61,25,8,61,26,2,0,none,draft
point_alpha_corridor,87,25,4,88,26,1,0,none,draft
point_alpha_corridor,87,25,16,86,26,1,0,none,draft
point_alpha_corridor,89,25,4,90,26,1,0,none,draft
point_alpha_corridor,89,25,16,88,26,1,0,none,draft
point_alpha_corridor,91,25,16,90,26,1,0,none,draft
point_alpha_corridor,1,26,16,0,27,1,0,none,draft
point_alpha_corridor,5,26,4,6,27,1,0,none,draft
point_alpha_corridor,5,26,8,5,27,1,0,none,draft
point_alpha_corridor,6,26,4,7,26,0,1,none,draft
point_alpha_corridor,7,26,4,8,27,1,0,none,draft
point_alpha_corridor,7,26,8,7,27,0,1,none,draft
point_alpha_corridor,7,26,16,6,27,1,1,bridge,draft
point_alpha_corridor,8,26,4,9,26,1,0,none,draft
point_alpha_corridor,8,26,8,8,27,1,0,none,draft
point_alpha_corridor,9,26,8,9,27,1,0,none,draft
point_alpha_corridor,10,26,4,11,26,0,1,none,draft
point_alpha_corridor,11,26,8,11,27,0,1,none,draft
point_alpha_corridor,12,26,4,13,26,1,0,none,draft
point_alpha_corridor,13,26,2,14,26,1,0,none,draft
point_alpha_corridor,13,26,4,14,27,1,0,none,draft
point_alpha_corridor,17,26,8,17,27,1,0,none,draft
point_alpha_corridor,21,26,16,20,27,1,0,none,draft
point_alpha_corridor,27,26,4,28,27,1,0,none,draft
point_alpha_corridor,40,26,4,41,26,1,0,none,draft
point_alpha_corridor,40,26,8,40,27,1,0,none,draft
point_alpha_corridor,41,26,2,42,26,0,2,none,draft
point_alpha_corridor,41,26,16,40,27,0,2,none,draft
point_alpha_corridor,42,26,4,43,26,0,2,none,draft
point_alpha_corridor,43,26,2,44,26,0,2,none,draft
point_alpha_corridor,43,26,4,44,27,1,0,none,draft
point_alpha_corridor,43,26,16,42,27,1,0,none,draft
point_alpha_corridor,44,26,8,44,27,1,0,none,draft
point_alpha_corridor,45,26,2,46,26,0,2,none,draft
point_alpha_corridor,45,26,8,45,27,1,0,none,draft
point_alpha_corridor,45,26,16,44,27,1,0,none,draft
point_alpha_corridor,46,26,4,47,26,0,2,none,draft
point_alpha_corridor,49,26,2,50,26,0,2,none,draft
point_alpha_corridor,50,26,8,50,27,0,2,none,draft
point_alpha_corridor,51,26,8,51,27,0,2,none,draft
point_alpha_corridor,51,26,16,50,27,0,2,none,draft
point_alpha_corridor,53,26,16,52,27,0,2,none,draft
point_alpha_corridor,54,26,8,54,27,0,1,none,draft
point_alpha_corridor,58,26,8,58,27,1,0,none,draft
point_alpha_corridor,59,26,8,59,27,0,2,none,draft
point_alpha_corridor,61,26,16,60,27,2,0,none,draft
point_alpha_corridor,71,26,4,72,27,0,1,none,draft
point_alpha_corridor,71,26,8,71,27,0,1,none,draft
point_alpha_corridor,73,26,2,74,26,0,1,none,draft
point_alpha_corridor,73,26,16,72,27,0,1,none,draft
point_alpha_corridor,74,26,4,75,26,0,1,none,draft
point_alpha_corridor,75,26,4,76,27,0,1,none,draft
point_alpha_corridor,77,26,8,77,27,0,1,none,draft
point_alpha_corridor,77,26,16,76,27,0,1,none,draft
point_alpha_corridor,79,26,4,80,27,1,0,none,draft
point_alpha_corridor,79,26,16,78,27,1,0,none,draft
point_alpha_corridor,80,26,4,81,26,1,0,none,draft
point_alpha_corridor,80,26,8,80,27,1,0,none,draft
point_alpha_corridor,81,26,2,82,26,1,0,none,draft
point_alpha_corridor,82,26,4,83,26,1,0,none,draft
point_alpha_corridor,83,26,2,84,26,1,0,none,draft
point_alpha_corridor,84,26,4,85,26,1,0,none,draft
point_alpha_corridor,84,26,8,84,27,1,0,none,draft
point_alpha_corridor,85,26,4,86,27,1,0,none,draft
point_alpha_corridor,86,26,8,86,27,1,0,none,draft
point_alpha_corridor,0,27,8,0,28,1,0,none,draft
point_alpha_corridor,1,27,4,2,28,1,0,none,draft
point_alpha_corridor,1,27,16,0,28,1,0,none,draft
point_alpha_corridor,2,27,4,3,27,1,0,none,draft
point_alpha_corridor,2,27,8,2,28,1,0,none,draft
point_alpha_corridor,3,27,2,4,27,1,0,none,draft
point_alpha_corridor,4,27,4,5,27,1,0,none,draft
point_alpha_corridor,7,27,8,7,28,0,1,none,draft
point_alpha_corridor,9,27,8,9,28,1,0,none,draft
point_alpha_corridor,11,27,8,11,28,0,1,none,draft
point_alpha_corridor,14,27,4,15,27,1,0,none,draft
point_alpha_corridor,15,27,4,16,28,1,0,none,draft
point_alpha_corridor,17,27,8,17,28,1,0,none,draft
point_alpha_corridor,17,27,16,16,28,1,0,none,draft
point_alpha_corridor,19,27,4,20,28,1,0,none,draft
point_alpha_corridor,19,27,8,19,28,1,0,none,draft
point_alpha_corridor,20,27,8,20,28,1,0,none,draft
point_alpha_corridor,28,27,8,28,28,1,0,none,draft
point_alpha_corridor,39,27,2,40,27,0,2,none,draft
point_alpha_corridor,39,27,4,40,28,1,0,none,draft
point_alpha_corridor,39,27,8,39,28,1,0,none,draft
point_alpha_corridor,39,27,16,38,28,0,2,none,draft
point_alpha_corridor,40,27,8,40,28,1,2,bridge,draft
point_alpha_corridor,41,27,2,42,27,1,0,none,draft
point_alpha_corridor,41,27,16,40,28,1,0,none,draft
point_alpha_corridor,45,27,2,46,27,1,0,none,draft
point_alpha_corridor,46,27,4,47,27,1,0,none,draft
point_alpha_corridor,47,27,4,48,28,1,0,none,draft
point_alpha_corridor,51,27,2,52,27,0,2,none,draft
point_alpha_corridor,54,27,8,54,28,0,1,none,draft
point_alpha_corridor,58,27,4,59,27,1,0,none,draft
point_alpha_corridor,59,27,2,60,27,2,3,bridge,draft
point_alpha_corridor,59,27,4,60,28,0,3,none,draft
point_alpha_corridor,59,27,8,59,28,2,3,none,draft
point_alpha_corridor,60,27,8,60,28,1,0,none,draft
point_alpha_corridor,69,27,4,70,28,0,1,none,draft
point_alpha_corridor,69,27,8,69,28,0,1,none,draft
point_alpha_corridor,70,27,4,71,27,0,1,none,draft
point_alpha_corridor,70,27,8,70,28,0,1,none,draft
point_alpha_corridor,71,27,2,72,27,1,0,none,draft
point_alpha_corridor,71,27,16,70,28,1,0,none,draft
point_alpha_corridor,72,27,4,73,27,1,0,none,draft
point_alpha_corridor,73,27,2,74,27,1,0,none,draft
point_alpha_corridor,73,27,4,74,28,1,0,none,draft
point_alpha_corridor,74,27,4,75,27,1,0,none,draft
point_alpha_corridor,75,27,2,76,27,1,0,none,draft
point_alpha_corridor,76,27,4,77,27,1,0,none,draft
point_alpha_corridor,77,27,2,78,27,1,1,bridge,draft
point_alpha_corridor,77,27,4,78,28,0,1,none,draft
point_alpha_corridor,7,28,8,7,29,0,1,none,draft
point_alpha_corridor,8,28,4,9,28,1,0,none,draft
point_alpha_corridor,8,28,8,8,29,1,0,none,draft
point_alpha_corridor,11,28,2,12,28,0,1,none,draft
point_alpha_corridor,12,28,8,12,29,0,1,none,draft
point_alpha_corridor,17,28,2,18,28,1,0,none,draft
point_alpha_corridor,18,28,8,18,29,1,0,none,draft
point_alpha_corridor,19,28,16,18,29,1,0,none,draft
point_alpha_corridor,28,28,8,28,29,1,0,none,draft
point_alpha_corridor,37,28,2,38,28,0,2,none,draft
point_alpha_corridor,37,28,4,38,29,1,0,none,draft
point_alpha_corridor,37,28,8,37,29,1,0,none,draft
point_alpha_corridor,37,28,16,36,29,0,2,none,draft
point_alpha_corridor,38,28,4,39,28,1,0,none,draft
point_alpha_corridor,38,28,8,38,29,1,0,none,draft
point_alpha_corridor,48,28,4,49,28,1,0,none,draft
point_alpha_corridor,49,28,8,49,29,1,0,none,draft
point_alpha_corridor,54,28,4,55,28,0,1,none,draft
point_alpha_corridor,55,28,8,55,29,0,1,none,draft
point_alpha_corridor,58,28,4,59,28,2,0,none,draft
point_alpha_corridor,58,28,8,58,29,2,0,none,draft
point_alpha_corridor,59,28,2,60,28,0,3,none,draft
point_alpha_corridor,59,28,8,59,29,2,0,none,draft
point_alpha_corridor,59,28,16,58,29,2,0,none,draft
point_alpha_corridor,60,28,4,61,28,1,0,none,draft
point_alpha_corridor,60,28,8,60,29,0,3,none,draft
point_alpha_corridor,61,28,4,62,29,1,0,none,draft
point_alpha_corridor,61,28,8,61,29,0,2,none,draft
point_alpha_corridor,61,28,16,60,29,0,2,none,draft
point_alpha_corridor,67,28,4,68,29,0,1,none,draft
point_alpha_corridor,67,28,16,66,29,0,1,none,draft
point_alpha_corridor,68,28,4,69,28,0,1,none,draft
point_alpha_corridor,68,28,8,68,29,0,1,none,draft
point_alpha_corridor,69,28,2,70,28,1,0,none,draft
point_alpha_corridor,69,28,16,68,29,1,0,none,draft
point_alpha_corridor,74,28,8,74,29,1,0,none,draft
point_alpha_corridor,75,28,8,75,29,1,0,none,draft
point_alpha_corridor,75,28,16,74,29,1,0,none,draft
point_alpha_corridor,78,28,8,78,29,0,1,none,draft
point_alpha_corridor,7,29,8,7,30,0,1,none,draft
point_alpha_corridor,8,29,8,8,30,1,0,none,draft
point_alpha_corridor,17,29,2,18,29,1,0,none,draft
point_alpha_corridor,17,29,8,17,30,1,0,none,draft
point_alpha_corridor,18,29,8,18,30,1,0,none,draft
point_alpha_corridor,19,29,8,19,30,1,0,none,draft
point_alpha_corridor,19,29,16,18,30,1,0,none,draft
point_alpha_corridor,28,29,8,28,30,1,0,none,draft
point_alpha_corridor,36,29,8,36,30,0,2,none,draft
point_alpha_corridor,37,29,16,36,30,1,0,none,draft
point_alpha_corridor,49,29,2,50,29,1,0,none,draft
point_alpha_corridor,50,29,8,50,30,1,0,none,draft
point_alpha_corridor,55,29,8,55,30,0,1,none,draft
point_alpha_corridor,58,29,8,58,30,2,0,none,draft
point_alpha_corridor,59,29,8,59,30,2,0,none,draft
point_alpha_corridor,60,29,8,60,30,0,3,none,draft
point_alpha_corridor,61,29,4,62,30,0,1,none,draft
point_alpha_corridor,61,29,8,61,30,0,2,none,draft
point_alpha_corridor,62,29,8,62,30,1,0,none,draft
point_alpha_corridor,63,29,4,64,30,1,1,none,draft
point_alpha_corridor,63,29,8,63,30,1,0,none,draft
point_alpha_corridor,63,29,16,62,30,0,1,none,draft
point_alpha_corridor,64,29,4,65,29,0,1,none,draft
point_alpha_corridor,64,29,8,64,30,0,1,none,draft
point_alpha_corridor,65,29,2,66,29,0,1,none,draft
point_alpha_corridor,65,29,4,66,30,1,0,none,draft
point_alpha_corridor,65,29,16,64,30,1,0,none,draft
point_alpha_corridor,67,29,2,68,29,1,0,none,draft
point_alpha_corridor,67,29,16,66,30,1,0,none,draft
point_alpha_corridor,75,29,4,76,30,1,0,none,draft
point_alpha_corridor,78,29,8,78,30,0,1,none,draft
point_alpha_corridor,91,29,8,91,30,0,1,none,draft
point_alpha_corridor,5,30,4,6,31,0,1,none,draft
point_alpha_corridor,5,30,8,5,31,0,1,none,draft
point_alpha_corridor,6,30,4,7,30,0,1,none,draft
